"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Variável"
"Unidade da Federação";"Ano";"Produto das lavouras temporárias e permanentes";"Quantidade produzida (Toneladas)";"Valor da produção (Mil Reais)"
"Rondônia";"2010";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2010";"Coco-da-baía*";"1550";"742"
"Rondônia";"2010";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2010";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2010";"Ervilha (em grão)";"-";"-"
"Rondônia";"2010";"Fava (em grão)";"-";"-"
"Rondônia";"2010";"Feijão (em grão)";"8747";"18751"
"Rondônia";"2010";"Figo";"-";"-"
"Rondônia";"2010";"Fumo (em folha)";"-";"-"
"Rondônia";"2010";"Girassol (em grão)";"-";"-"
"Rondônia";"2010";"Goiaba";"350";"106"
"Rondônia";"2010";"Guaraná (semente)";"13";"18"
"Rondônia";"2010";"Juta (fibra)";"-";"-"
"Rondônia";"2010";"Laranja";"7696";"2426"
"Rondônia";"2010";"Limão";"861";"290"
"Rondônia";"2010";"Linho (semente)";"-";"-"
"Rondônia";"2010";"Maçã";"-";"-"
"Rondônia";"2010";"Malva (fibra)";"-";"-"
"Rondônia";"2010";"Mamão";"4468";"1777"
"Rondônia";"2010";"Mamona (baga)";"-";"-"
"Rondônia";"2010";"Mandioca";"505004";"242682"
"Rondônia";"2010";"Manga";"134";"64"
"Rondônia";"2010";"Maracujá";"3890";"1994"
"Rondônia";"2010";"Marmelo";"-";"-"
"Rondônia";"2010";"Melancia";"9354";"4988"
"Rondônia";"2010";"Melão";"-";"-"
"Rondônia";"2010";"Milho (em grão)";"365980";"118537"
"Rondônia";"2010";"Noz (fruto seco)";"-";"-"
"Rondônia";"2010";"Palmito";"828";"956"
"Rondônia";"2010";"Pera";"-";"-"
"Rondônia";"2010";"Pêssego";"-";"-"
"Rondônia";"2010";"Pimenta-do-reino";"28";"76"
"Rondônia";"2010";"Rami (fibra)";"-";"-"
"Rondônia";"2010";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2010";"Soja (em grão)";"385388";"252749"
"Rondônia";"2010";"Sorgo (em grão)";"-";"-"
"Rondônia";"2010";"Tangerina";"146";"39"
"Rondônia";"2010";"Tomate";"3902";"1936"
"Rondônia";"2010";"Trigo (em grão)";"-";"-"
"Rondônia";"2010";"Triticale (em grão)";"-";"-"
"Rondônia";"2010";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2010";"Urucum (semente)";"2342";"6117"
"Rondônia";"2010";"Uva";"143";"164"
"Rondônia";"2011";"Abacate";"22";"33"
"Rondônia";"2011";"Abacaxi*";"9009";"9042"
"Rondônia";"2011";"Açaí";"...";"..."
"Rondônia";"2011";"Alfafa fenada";"...";"..."
"Rondônia";"2011";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2011";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2011";"Alho";"-";"-"
"Rondônia";"2011";"Amendoim (em casca)";"43";"87"
"Rondônia";"2011";"Arroz (em casca)";"168956";"93222"
"Rondônia";"2011";"Aveia (em grão)";"-";"-"
"Rondônia";"2011";"Azeitona";"-";"-"
"Rondônia";"2011";"Banana (cacho)";"53965";"37711"
"Rondônia";"2011";"Batata-doce";"-";"-"
"Rondônia";"2011";"Batata-inglesa";"-";"-"
"Rondônia";"2011";"Borracha (látex coagulado)";"102";"219"
"Rondônia";"2011";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2011";"Cacau (em amêndoa)";"15770";"82111"
"Rondônia";"2011";"Café (em grão) Total";"88119";"258949"
"Rondônia";"2011";"Café (em grão) Arábica";"...";"..."
"Rondônia";"2011";"Café (em grão) Canephora";"...";"..."
"Rondônia";"2011";"Caju";"...";"..."
"Rondônia";"2011";"Cana-de-açúcar";"218975";"64335"
"Rondônia";"2011";"Cana para forragem";"...";"..."
"Rondônia";"2011";"Caqui";"-";"-"
"Rondônia";"2011";"Castanha de caju";"-";"-"
"Rondônia";"2011";"Cebola";"-";"-"
"Rondônia";"2011";"Centeio (em grão)";"-";"-"
"Rondônia";"2011";"Cevada (em grão)";"-";"-"
"Rondônia";"2011";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2011";"Coco-da-baía*";"90";"39"
"Rondônia";"2011";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2011";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2011";"Ervilha (em grão)";"-";"-"
"Rondônia";"2011";"Fava (em grão)";"-";"-"
"Rondônia";"2011";"Feijão (em grão)";"35563";"51437"
"Rondônia";"2011";"Figo";"-";"-"
"Rondônia";"2011";"Fumo (em folha)";"-";"-"
"Rondônia";"2011";"Girassol (em grão)";"-";"-"
"Rondônia";"2011";"Goiaba";"504";"154"
"Rondônia";"2011";"Guaraná (semente)";"21";"31"
"Rondônia";"2011";"Juta (fibra)";"-";"-"
"Rondônia";"2011";"Laranja";"5643";"1835"
"Rondônia";"2011";"Limão";"820";"276"
"Rondônia";"2011";"Linho (semente)";"-";"-"
"Rondônia";"2011";"Maçã";"-";"-"
"Rondônia";"2011";"Malva (fibra)";"-";"-"
"Rondônia";"2011";"Mamão";"4095";"1319"
"Rondônia";"2011";"Mamona (baga)";"-";"-"
"Rondônia";"2011";"Mandioca";"513515";"309543"
"Rondônia";"2011";"Manga";"17";"8"
"Rondônia";"2011";"Maracujá";"2032";"814"
"Rondônia";"2011";"Marmelo";"-";"-"
"Rondônia";"2011";"Melancia";"9922";"5892"
"Rondônia";"2011";"Melão";"-";"-"
"Rondônia";"2011";"Milho (em grão)";"340045";"136417"
"Rondônia";"2011";"Noz (fruto seco)";"-";"-"
"Rondônia";"2011";"Palmito";"-";"-"
"Rondônia";"2011";"Pera";"-";"-"
"Rondônia";"2011";"Pêssego";"-";"-"
"Rondônia";"2011";"Pimenta-do-reino";"-";"-"
"Rondônia";"2011";"Rami (fibra)";"-";"-"
"Rondônia";"2011";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2011";"Soja (em grão)";"419522";"328273"
"Rondônia";"2011";"Sorgo (em grão)";"-";"-"
"Rondônia";"2011";"Tangerina";"180";"49"
"Rondônia";"2011";"Tomate";"3982";"1832"
"Rondônia";"2011";"Trigo (em grão)";"-";"-"
"Rondônia";"2011";"Triticale (em grão)";"-";"-"
"Rondônia";"2011";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2011";"Urucum (semente)";"1976";"4398"
"Rondônia";"2011";"Uva";"176";"202"
"Rondônia";"2012";"Abacate";"22";"33"
"Rondônia";"2012";"Abacaxi*";"6655";"6841"
"Rondônia";"2012";"Açaí";"...";"..."
"Rondônia";"2012";"Alfafa fenada";"...";"..."
"Rondônia";"2012";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2012";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2012";"Alho";"-";"-"
"Rondônia";"2012";"Amendoim (em casca)";"18";"37"
"Rondônia";"2012";"Arroz (em casca)";"239082";"116124"
"Rondônia";"2012";"Aveia (em grão)";"-";"-"
"Rondônia";"2012";"Azeitona";"-";"-"
"Rondônia";"2012";"Banana (cacho)";"59151";"49421"
"Rondônia";"2012";"Batata-doce";"-";"-"
"Rondônia";"2012";"Batata-inglesa";"-";"-"
"Rondônia";"2012";"Borracha (látex coagulado)";"30";"83"
"Rondônia";"2012";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2012";"Cacau (em amêndoa)";"16314";"73246"
"Rondônia";"2012";"Café (em grão) Total";"85444";"291043"
"Rondônia";"2012";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2012";"Café (em grão) Canephora";"85444";"291043"
"Rondônia";"2012";"Caju";"...";"..."
"Rondônia";"2012";"Cana-de-açúcar";"221870";"74939"
"Rondônia";"2012";"Cana para forragem";"...";"..."
"Rondônia";"2012";"Caqui";"-";"-"
"Rondônia";"2012";"Castanha de caju";"-";"-"
"Rondônia";"2012";"Cebola";"-";"-"
"Rondônia";"2012";"Centeio (em grão)";"-";"-"
"Rondônia";"2012";"Cevada (em grão)";"-";"-"
"Rondônia";"2012";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2012";"Coco-da-baía*";"913";"456"
"Rondônia";"2012";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2012";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2012";"Ervilha (em grão)";"-";"-"
"Rondônia";"2012";"Fava (em grão)";"-";"-"
"Rondônia";"2012";"Feijão (em grão)";"37685";"86058"
"Rondônia";"2012";"Figo";"-";"-"
"Rondônia";"2012";"Fumo (em folha)";"-";"-"
"Rondônia";"2012";"Girassol (em grão)";"-";"-"
"Rondônia";"2012";"Goiaba";"314";"689"
"Rondônia";"2012";"Guaraná (semente)";"26";"275"
"Rondônia";"2012";"Juta (fibra)";"-";"-"
"Rondônia";"2012";"Laranja";"5586";"3898"
"Rondônia";"2012";"Limão";"716";"263"
"Rondônia";"2012";"Linho (semente)";"-";"-"
"Rondônia";"2012";"Maçã";"-";"-"
"Rondônia";"2012";"Malva (fibra)";"-";"-"
"Rondônia";"2012";"Mamão";"4258";"3414"
"Rondônia";"2012";"Mamona (baga)";"-";"-"
"Rondônia";"2012";"Mandioca";"472207";"306033"
"Rondônia";"2012";"Manga";"14";"7"
"Rondônia";"2012";"Maracujá";"3718";"2852"
"Rondônia";"2012";"Marmelo";"-";"-"
"Rondônia";"2012";"Melancia";"9567";"6094"
"Rondônia";"2012";"Melão";"-";"-"
"Rondônia";"2012";"Milho (em grão)";"534423";"204552"
"Rondônia";"2012";"Noz (fruto seco)";"-";"-"
"Rondônia";"2012";"Palmito";"137";"239"
"Rondônia";"2012";"Pera";"-";"-"
"Rondônia";"2012";"Pêssego";"-";"-"
"Rondônia";"2012";"Pimenta-do-reino";"9";"35"
"Rondônia";"2012";"Rami (fibra)";"-";"-"
"Rondônia";"2012";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2012";"Soja (em grão)";"470485";"593306"
"Rondônia";"2012";"Sorgo (em grão)";"-";"-"
"Rondônia";"2012";"Tangerina";"314";"251"
"Rondônia";"2012";"Tomate";"43350";"71785"
"Rondônia";"2012";"Trigo (em grão)";"-";"-"
"Rondônia";"2012";"Triticale (em grão)";"-";"-"
"Rondônia";"2012";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2012";"Urucum (semente)";"1639";"3859"
"Rondônia";"2012";"Uva";"202";"626"
"Rondônia";"2013";"Abacate";"-";"-"
"Rondônia";"2013";"Abacaxi*";"8730";"11541"
"Rondônia";"2013";"Açaí";"...";"..."
"Rondônia";"2013";"Alfafa fenada";"...";"..."
"Rondônia";"2013";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2013";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2013";"Alho";"-";"-"
"Rondônia";"2013";"Amendoim (em casca)";"112";"288"
"Rondônia";"2013";"Arroz (em casca)";"125441";"78798"
"Rondônia";"2013";"Aveia (em grão)";"-";"-"
"Rondônia";"2013";"Azeitona";"-";"-"
"Rondônia";"2013";"Banana (cacho)";"70625";"80211"
"Rondônia";"2013";"Batata-doce";"-";"-"
"Rondônia";"2013";"Batata-inglesa";"-";"-"
"Rondônia";"2013";"Borracha (látex coagulado)";"69";"168"
"Rondônia";"2013";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2013";"Cacau (em amêndoa)";"13960";"59185"
"Rondônia";"2013";"Café (em grão) Total";"70517";"239600"
"Rondônia";"2013";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2013";"Café (em grão) Canephora";"70517";"239600"
"Rondônia";"2013";"Caju";"...";"..."
"Rondônia";"2013";"Cana-de-açúcar";"309620";"133701"
"Rondônia";"2013";"Cana para forragem";"...";"..."
"Rondônia";"2013";"Caqui";"-";"-"
"Rondônia";"2013";"Castanha de caju";"-";"-"
"Rondônia";"2013";"Cebola";"-";"-"
"Rondônia";"2013";"Centeio (em grão)";"-";"-"
"Rondônia";"2013";"Cevada (em grão)";"-";"-"
"Rondônia";"2013";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2013";"Coco-da-baía*";"1869";"981"
"Rondônia";"2013";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2013";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2013";"Ervilha (em grão)";"-";"-"
"Rondônia";"2013";"Fava (em grão)";"-";"-"
"Rondônia";"2013";"Feijão (em grão)";"27993";"70998"
"Rondônia";"2013";"Figo";"-";"-"
"Rondônia";"2013";"Fumo (em folha)";"-";"-"
"Rondônia";"2013";"Girassol (em grão)";"-";"-"
"Rondônia";"2013";"Goiaba";"336";"962"
"Rondônia";"2013";"Guaraná (semente)";"62";"287"
"Rondônia";"2013";"Juta (fibra)";"-";"-"
"Rondônia";"2013";"Laranja";"5874";"4473"
"Rondônia";"2013";"Limão";"1400";"1027"
"Rondônia";"2013";"Linho (semente)";"-";"-"
"Rondônia";"2013";"Maçã";"-";"-"
"Rondônia";"2013";"Malva (fibra)";"-";"-"
"Rondônia";"2013";"Mamão";"6290";"4960"
"Rondônia";"2013";"Mamona (baga)";"-";"-"
"Rondônia";"2013";"Mandioca";"446724";"309240"
"Rondônia";"2013";"Manga";"114";"47"
"Rondônia";"2013";"Maracujá";"5852";"6447"
"Rondônia";"2013";"Marmelo";"-";"-"
"Rondônia";"2013";"Melancia";"11127";"7594"
"Rondônia";"2013";"Melão";"-";"-"
"Rondônia";"2013";"Milho (em grão)";"449449";"136511"
"Rondônia";"2013";"Noz (fruto seco)";"-";"-"
"Rondônia";"2013";"Palmito";"127";"210"
"Rondônia";"2013";"Pera";"-";"-"
"Rondônia";"2013";"Pêssego";"-";"-"
"Rondônia";"2013";"Pimenta-do-reino";"41";"234"
"Rondônia";"2013";"Rami (fibra)";"-";"-"
"Rondônia";"2013";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2013";"Soja (em grão)";"574900";"505849"
"Rondônia";"2013";"Sorgo (em grão)";"23310";"7459"
"Rondônia";"2013";"Tangerina";"308";"280"
"Rondônia";"2013";"Tomate";"4442";"7234"
"Rondônia";"2013";"Trigo (em grão)";"-";"-"
"Rondônia";"2013";"Triticale (em grão)";"-";"-"
"Rondônia";"2013";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2013";"Urucum (semente)";"1884";"6465"
"Rondônia";"2013";"Uva";"198";"690"
"Rondônia";"2014";"Abacate";"-";"-"
"Rondônia";"2014";"Abacaxi*";"17618";"29442"
"Rondônia";"2014";"Açaí";"...";"..."
"Rondônia";"2014";"Alfafa fenada";"...";"..."
"Rondônia";"2014";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2014";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2014";"Alho";"-";"-"
"Rondônia";"2014";"Amendoim (em casca)";"36";"102"
"Rondônia";"2014";"Arroz (em casca)";"134834";"88781"
"Rondônia";"2014";"Aveia (em grão)";"-";"-"
"Rondônia";"2014";"Azeitona";"-";"-"
"Rondônia";"2014";"Banana (cacho)";"78388";"97296"
"Rondônia";"2014";"Batata-doce";"-";"-"
"Rondônia";"2014";"Batata-inglesa";"-";"-"
"Rondônia";"2014";"Borracha (látex coagulado)";"27";"45"
"Rondônia";"2014";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2014";"Cacau (em amêndoa)";"5231";"26581"
"Rondônia";"2014";"Café (em grão) Total";"83647";"284896"
"Rondônia";"2014";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2014";"Café (em grão) Canephora";"83647";"284896"
"Rondônia";"2014";"Caju";"...";"..."
"Rondônia";"2014";"Cana-de-açúcar";"334636";"140541"
"Rondônia";"2014";"Cana para forragem";"...";"..."
"Rondônia";"2014";"Caqui";"-";"-"
"Rondônia";"2014";"Castanha de caju";"-";"-"
"Rondônia";"2014";"Cebola";"-";"-"
"Rondônia";"2014";"Centeio (em grão)";"-";"-"
"Rondônia";"2014";"Cevada (em grão)";"-";"-"
"Rondônia";"2014";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2014";"Coco-da-baía*";"1695";"1091"
"Rondônia";"2014";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2014";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2014";"Ervilha (em grão)";"-";"-"
"Rondônia";"2014";"Fava (em grão)";"-";"-"
"Rondônia";"2014";"Feijão (em grão)";"21587";"54424"
"Rondônia";"2014";"Figo";"-";"-"
"Rondônia";"2014";"Fumo (em folha)";"-";"-"
"Rondônia";"2014";"Girassol (em grão)";"-";"-"
"Rondônia";"2014";"Goiaba";"397";"1192"
"Rondônia";"2014";"Guaraná (semente)";"34";"250"
"Rondônia";"2014";"Juta (fibra)";"-";"-"
"Rondônia";"2014";"Laranja";"6406";"5912"
"Rondônia";"2014";"Limão";"1619";"1164"
"Rondônia";"2014";"Linho (semente)";"-";"-"
"Rondônia";"2014";"Maçã";"-";"-"
"Rondônia";"2014";"Malva (fibra)";"-";"-"
"Rondônia";"2014";"Mamão";"6745";"6253"
"Rondônia";"2014";"Mamona (baga)";"-";"-"
"Rondônia";"2014";"Mandioca";"531829";"402071"
"Rondônia";"2014";"Manga";"-";"-"
"Rondônia";"2014";"Maracujá";"6367";"7893"
"Rondônia";"2014";"Marmelo";"-";"-"
"Rondônia";"2014";"Melancia";"14770";"10322"
"Rondônia";"2014";"Melão";"-";"-"
"Rondônia";"2014";"Milho (em grão)";"542279";"197211"
"Rondônia";"2014";"Noz (fruto seco)";"-";"-"
"Rondônia";"2014";"Palmito";"355";"443"
"Rondônia";"2014";"Pera";"-";"-"
"Rondônia";"2014";"Pêssego";"-";"-"
"Rondônia";"2014";"Pimenta-do-reino";"46";"410"
"Rondônia";"2014";"Rami (fibra)";"-";"-"
"Rondônia";"2014";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2014";"Soja (em grão)";"614678";"601575"
"Rondônia";"2014";"Sorgo (em grão)";"34650";"10748"
"Rondônia";"2014";"Tangerina";"497";"523"
"Rondônia";"2014";"Tomate";"4986";"12032"
"Rondônia";"2014";"Trigo (em grão)";"-";"-"
"Rondônia";"2014";"Triticale (em grão)";"-";"-"
"Rondônia";"2014";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2014";"Urucum (semente)";"1968";"6734"
"Rondônia";"2014";"Uva";"185";"650"
"Rondônia";"2015";"Abacate";"-";"-"
"Rondônia";"2015";"Abacaxi*";"17378";"44336"
"Rondônia";"2015";"Açaí";"-";"-"
"Rondônia";"2015";"Alfafa fenada";"...";"..."
"Rondônia";"2015";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2015";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2015";"Alho";"-";"-"
"Rondônia";"2015";"Amendoim (em casca)";"42";"129"
"Rondônia";"2015";"Arroz (em casca)";"122321";"76357"
"Rondônia";"2015";"Aveia (em grão)";"-";"-"
"Rondônia";"2015";"Azeitona";"-";"-"
"Rondônia";"2015";"Banana (cacho)";"77293";"92761"
"Rondônia";"2015";"Batata-doce";"-";"-"
"Rondônia";"2015";"Batata-inglesa";"-";"-"
"Rondônia";"2015";"Borracha (látex coagulado)";"163";"278"
"Rondônia";"2015";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2015";"Cacau (em amêndoa)";"5706";"30935"
"Rondônia";"2015";"Café (em grão) Total";"84734";"288547"
"Rondônia";"2015";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2015";"Café (em grão) Canephora";"84734";"288547"
"Rondônia";"2015";"Caju";"...";"..."
"Rondônia";"2015";"Cana-de-açúcar";"159383";"32777"
"Rondônia";"2015";"Cana para forragem";"...";"..."
"Rondônia";"2015";"Caqui";"-";"-"
"Rondônia";"2015";"Castanha de caju";"-";"-"
"Rondônia";"2015";"Cebola";"-";"-"
"Rondônia";"2015";"Centeio (em grão)";"-";"-"
"Rondônia";"2015";"Cevada (em grão)";"-";"-"
"Rondônia";"2015";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2015";"Coco-da-baía*";"1333";"976"
"Rondônia";"2015";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2015";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2015";"Ervilha (em grão)";"-";"-"
"Rondônia";"2015";"Fava (em grão)";"-";"-"
"Rondônia";"2015";"Feijão (em grão)";"19475";"41777"
"Rondônia";"2015";"Figo";"-";"-"
"Rondônia";"2015";"Fumo (em folha)";"-";"-"
"Rondônia";"2015";"Girassol (em grão)";"-";"-"
"Rondônia";"2015";"Goiaba";"537";"1542"
"Rondônia";"2015";"Guaraná (semente)";"37";"457"
"Rondônia";"2015";"Juta (fibra)";"-";"-"
"Rondônia";"2015";"Laranja";"6527";"8095"
"Rondônia";"2015";"Limão";"1733";"2347"
"Rondônia";"2015";"Linho (semente)";"-";"-"
"Rondônia";"2015";"Maçã";"-";"-"
"Rondônia";"2015";"Malva (fibra)";"-";"-"
"Rondônia";"2015";"Mamão";"6470";"8519"
"Rondônia";"2015";"Mamona (baga)";"-";"-"
"Rondônia";"2015";"Mandioca";"573960";"411146"
"Rondônia";"2015";"Manga";"-";"-"
"Rondônia";"2015";"Maracujá";"8769";"13591"
"Rondônia";"2015";"Marmelo";"-";"-"
"Rondônia";"2015";"Melancia";"12033";"17316"
"Rondônia";"2015";"Melão";"-";"-"
"Rondônia";"2015";"Milho (em grão)";"787093";"305143"
"Rondônia";"2015";"Noz (fruto seco)";"-";"-"
"Rondônia";"2015";"Palmito";"1060";"2024"
"Rondônia";"2015";"Pera";"-";"-"
"Rondônia";"2015";"Pêssego";"-";"-"
"Rondônia";"2015";"Pimenta-do-reino";"42";"982"
"Rondônia";"2015";"Rami (fibra)";"-";"-"
"Rondônia";"2015";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2015";"Soja (em grão)";"748429";"609560"
"Rondônia";"2015";"Sorgo (em grão)";"-";"-"
"Rondônia";"2015";"Tangerina";"312";"374"
"Rondônia";"2015";"Tomate";"2542";"5577"
"Rondônia";"2015";"Trigo (em grão)";"-";"-"
"Rondônia";"2015";"Triticale (em grão)";"-";"-"
"Rondônia";"2015";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2015";"Urucum (semente)";"2013";"7334"
"Rondônia";"2015";"Uva";"197";"813"
"Rondônia";"2016";"Abacate";"-";"-"
"Rondônia";"2016";"Abacaxi*";"16281";"42207"
"Rondônia";"2016";"Açaí";"-";"-"
"Rondônia";"2016";"Alfafa fenada";"...";"..."
"Rondônia";"2016";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2016";"Algodão herbáceo (em caroço)";"1456";"747"
"Rondônia";"2016";"Alho";"-";"-"
"Rondônia";"2016";"Amendoim (em casca)";"55";"181"
"Rondônia";"2016";"Arroz (em casca)";"138175";"95252"
"Rondônia";"2016";"Aveia (em grão)";"-";"-"
"Rondônia";"2016";"Azeitona";"-";"-"
"Rondônia";"2016";"Banana (cacho)";"76603";"125523"
"Rondônia";"2016";"Batata-doce";"-";"-"
"Rondônia";"2016";"Batata-inglesa";"-";"-"
"Rondônia";"2016";"Borracha (látex coagulado)";"91";"155"
"Rondônia";"2016";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2016";"Cacau (em amêndoa)";"5272";"47567"
"Rondônia";"2016";"Café (em grão) Total";"90331";"457826"
"Rondônia";"2016";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2016";"Café (em grão) Canephora";"90331";"457826"
"Rondônia";"2016";"Caju";"...";"..."
"Rondônia";"2016";"Cana-de-açúcar";"339481";"59397"
"Rondônia";"2016";"Cana para forragem";"...";"..."
"Rondônia";"2016";"Caqui";"-";"-"
"Rondônia";"2016";"Castanha de caju";"-";"-"
"Rondônia";"2016";"Cebola";"-";"-"
"Rondônia";"2016";"Centeio (em grão)";"-";"-"
"Rondônia";"2016";"Cevada (em grão)";"-";"-"
"Rondônia";"2016";"Chá-da-índia (folha verde)";"-";"-"
"Rondônia";"2016";"Coco-da-baía*";"2063";"1661"
"Rondônia";"2016";"Dendê (cacho de coco)";"-";"-"
"Rondônia";"2016";"Erva-mate (folha verde)";"-";"-"
"Rondônia";"2016";"Ervilha (em grão)";"-";"-"
"Rondônia";"2016";"Fava (em grão)";"-";"-"
"Rondônia";"2016";"Feijão (em grão)";"13323";"35446"
"Rondônia";"2016";"Figo";"-";"-"
"Rondônia";"2016";"Fumo (em folha)";"-";"-"
"Rondônia";"2016";"Girassol (em grão)";"-";"-"
"Rondônia";"2016";"Goiaba";"548";"1615"
"Rondônia";"2016";"Guaraná (semente)";"46";"601"
"Rondônia";"2016";"Juta (fibra)";"-";"-"
"Rondônia";"2016";"Laranja";"7655";"10879"
"Rondônia";"2016";"Limão";"1774";"2319"
"Rondônia";"2016";"Linho (semente)";"-";"-"
"Rondônia";"2016";"Maçã";"-";"-"
"Rondônia";"2016";"Malva (fibra)";"-";"-"
"Rondônia";"2016";"Mamão";"7789";"11042"
"Rondônia";"2016";"Mamona (baga)";"-";"-"
"Rondônia";"2016";"Mandioca";"664928";"563104"
"Rondônia";"2016";"Manga";"-";"-"
"Rondônia";"2016";"Maracujá";"9435";"15494"
"Rondônia";"2016";"Marmelo";"-";"-"
"Rondônia";"2016";"Melancia";"22218";"32081"
"Rondônia";"2016";"Melão";"-";"-"
"Rondônia";"2016";"Milho (em grão)";"602411";"329345"
"Rondônia";"2016";"Noz (fruto seco)";"-";"-"
"Rondônia";"2016";"Palmito";"1104";"2167"
"Rondônia";"2016";"Pera";"-";"-"
"Rondônia";"2016";"Pêssego";"-";"-"
"Rondônia";"2016";"Pimenta-do-reino";"88";"2160"
"Rondônia";"2016";"Rami (fibra)";"-";"-"
"Rondônia";"2016";"Sisal ou agave (fibra)";"-";"-"
"Rondônia";"2016";"Soja (em grão)";"759928";"779838"
"Rondônia";"2016";"Sorgo (em grão)";"-";"-"
"Rondônia";"2016";"Tangerina";"318";"391"
"Rondônia";"2016";"Tomate";"2766";"6273"
"Rondônia";"2016";"Trigo (em grão)";"-";"-"
"Rondônia";"2016";"Triticale (em grão)";"-";"-"
"Rondônia";"2016";"Tungue (fruto seco)";"-";"-"
"Rondônia";"2016";"Urucum (semente)";"2172";"7975"
"Rondônia";"2016";"Uva";"201";"867"
"Rondônia";"2017";"Abacate";"-";"-"
"Rondônia";"2017";"Abacaxi*";"16878";"23691"
"Rondônia";"2017";"Açaí";"1152";"1728"
"Rondônia";"2017";"Alfafa fenada";"...";"..."
"Rondônia";"2017";"Algodão arbóreo (em caroço)";"-";"-"
"Rondônia";"2017";"Algodão herbáceo (em caroço)";"-";"-"
"Rondônia";"2017";"Alho";"-";"-"
"Rondônia";"2017";"Amendoim (em casca)";"146";"535"
"Rondônia";"2017";"Arroz (em casca)";"104749";"73498"
"Rondônia";"2017";"Aveia (em grão)";"-";"-"
"Rondônia";"2017";"Azeitona";"-";"-"
"Rondônia";"2017";"Banana (cacho)";"76468";"135238"
"Rondônia";"2017";"Batata-doce";"-";"-"
"Rondônia";"2017";"Batata-inglesa";"-";"-"
"Rondônia";"2017";"Borracha (látex coagulado)";"-";"-"
"Rondônia";"2017";"Borracha (látex líquido)";"...";"..."
"Rondônia";"2017";"Cacau (em amêndoa)";"5055";"40089"
"Rondônia";"2017";"Café (em grão) Total";"140836";"812601"
"Rondônia";"2017";"Café (em grão) Arábica";"-";"-"
"Rondônia";"2017";"Café (em grão) Canephora";"140836";"812601"
"Rondônia";"2017";"Caju";"...";"..."
"Rondônia";"2017";"Cana-de-açúcar";"236736";"44299"
